Customer Id,Customer Name,Customer Segment,Customer Country,Customer State,Customer City,Customer Street,Customer Zipcode,Latitude,Longitude
19450,Sybill Spencer,Home Office,Puerto Rico,PR,Caguas,830 Quaking Bear Grounds,725.0,18.24103928,-66.0370636
19449,Kay Sandoval,Consumer,EE. UU.,CA,Fremont,1509 Middle Oak Isle,94539.0,37.49027634,-121.9271088
19448,Stacy Mckinney,Corporate,Puerto Rico,PR,Caguas,9712 Fallen Robin Diversion,725.0,18.26469612,-66.03705597
19447,Marah Lara,Corporate,EE. UU.,NY,Rochester,8665 Sunny Deer Woods,14609.0,43.18824005,-77.56706238
19446,Taylor Wood,Corporate,EE. UU.,TX,Dallas,9879 Harvest Deer Farms,75211.0,32.753685,-96.86553955
9083,Mary Frank,Home Office,Puerto Rico,PR,Bayamon,75 Sunny Grounds,957.0,18.38011932,-66.18312836
4741,Mary Smith,Home Office,Puerto Rico,PR,Caguas,9731 Honey Fox Towers,725.0,18.23557282,-66.3706131
639,Elizabeth Pittman,Home Office,Puerto Rico,PR,Caguas,7573 Golden Treasure Centre,725.0,18.02536774,-66.61303711
9702,Katherine Tyler,Home Office,Puerto Rico,PR,Caguas,8369 Sunny Crossing,725.0,18.27383804,-66.37063599
9114,Mary Smith,Home Office,Puerto Rico,PR,Caguas,1425 Fallen Fox Arbor,725.0,18.2848053,-66.37059021
1362,Dennis Smith,Home Office,Puerto Rico,PR,Caguas,2290 Crystal Pathway,725.0,18.29496765,-66.37050629
8011,Mary Hill,Home Office,Puerto Rico,PR,Caguas,6179 Noble Panda Moor,725.0,18.25571251,-66.37050629
3296,Mary Smith,Home Office,Puerto Rico,PR,Caguas,8205 Silver Grove Row,725.0,18.23466301,-66.37059784
3182,Frances Smith,Home Office,Puerto Rico,PR,Caguas,7786 Middle Private,725.0,18.26268196,-66.37049866
7864,Alice Smith,Home Office,Puerto Rico,PR,Caguas,4294 High Passage,725.0,18.28279495,-66.37055969
11169,Kyle Thomas,Home Office,Puerto Rico,PR,Caguas,5274 Easy Beach,725.0,18.27466202,-66.37058258
5197,Brenda Jordan,Home Office,Puerto Rico,PR,Caguas,4692 Jagged Thicket,725.0,18.2689991,-66.37049866
1535,Frank Livingston,Home Office,Puerto Rico,PR,Caguas,5161 Crystal Quail Jetty,725.0,18.2308178,-66.37052155
6122,Johnny Smith,Home Office,Puerto Rico,PR,Caguas,1465 Round Fawn Passage,725.0,18.26138115,-66.37056732
9451,Mary Smith,Home Office,Puerto Rico,PR,Caguas,5723 Cinder Loop,725.0,18.23650742,-66.37051392
542,Mary Smith,Home Office,Puerto Rico,PR,Caguas,2991 Silent Deer Landing,725.0,18.35921478,-66.07779694
11329,Hannah Smith,Home Office,Puerto Rico,PR,Caguas,5086 Emerald Fox Farms,725.0,18.29944229,-66.37052155
3570,Mary Nelson,Home Office,Puerto Rico,PR,Caguas,3909 Hidden Treasure Beach,725.0,18.28996849,-66.37054443
650,Austin Sexton,Home Office,Puerto Rico,PR,Caguas,4691 Cinder Crest,725.0,18.2275734,-66.04563141
9353,Michael Scott,Home Office,Puerto Rico,PR,Caguas,5703 Tawny Creek Townline,725.0,18.2988205,-66.37059784
54,Mary Olson,Home Office,Puerto Rico,PR,Caguas,7333 Cinder Way,725.0,18.02538109,-66.61508179
12151,Vincent Krueger,Home Office,Puerto Rico,PR,Caguas,9404 Heather Bluff Dale,725.0,18.25048637,-66.37062836
10018,Gregory Rodriguez,Home Office,Puerto Rico,PR,Caguas,1632 Green Fawn Corners,725.0,18.24069786,-66.37055969
4936,Kyle Smith,Home Office,Puerto Rico,PR,Caguas,8344 Noble Mountain Gate,725.0,18.21209908,-66.37050629
8707,Lisa Smith,Home Office,Puerto Rico,PR,Caguas,7208 Bright Landing,725.0,18.23131371,-66.37062836
1025,Megan Todd,Home Office,Puerto Rico,PR,Caguas,1393 Umber Sky Estates,725.0,18.29652023,-66.04867554
8831,Mary Smith,Home Office,Puerto Rico,PR,Caguas,8165 Red Lane,725.0,18.28746414,-66.37054443
10679,Mary Smith,Home Office,Puerto Rico,PR,Caguas,331 Grand Orchard,725.0,18.29108048,-66.37050629
5007,Mary Smith,Home Office,Puerto Rico,PR,Caguas,2264 Thunder Abbey,725.0,18.24984551,-66.37050629
9854,Mary Smith,Home Office,Puerto Rico,PR,Caguas,9082 Merry Lookout,725.0,18.25671768,-66.37062836
376,Grace Sanchez,Home Office,Puerto Rico,PR,Caguas,6468 Fallen Close,725.0,18.24754334,-66.0253067
5417,Dennis Meyer,Home Office,Puerto Rico,PR,Caguas,7342 Hidden Walk,725.0,18.27673721,-66.37055206
10759,Douglas Smith,Home Office,Puerto Rico,PR,Caguas,577 Rustic Nectar Row,725.0,18.2968483,-66.37050629
8541,Mary Smith,Home Office,Puerto Rico,PR,Caguas,5700 Little Circle,725.0,18.29609299,-66.37050629
3752,Mary Vega,Home Office,Puerto Rico,PR,Caguas,7840 Umber Sky Villas,725.0,18.2105732,-66.37058258
4673,Wayne Hodges,Home Office,Puerto Rico,PR,Caguas,7509 Iron Concession,725.0,18.20111656,-66.37059021
5367,Mary Mccormick,Home Office,Puerto Rico,PR,Caguas,2199 Silver Autumn Key,725.0,18.21469116,-66.37051392
10485,Mary Smith,Home Office,Puerto Rico,PR,Caguas,9470 Shady View Bend,725.0,18.28425598,-66.37058258
9272,Ronald Blackwell,Home Office,Puerto Rico,PR,Caguas,9366 Silent Nectar Highway,725.0,18.20666885,-66.37056732
647,Mary Rios,Consumer,Puerto Rico,PR,Caguas,4167 Stony Extension,725.0,18.35907555,-66.07783508
6398,Tammy Smith,Consumer,Puerto Rico,PR,Caguas,7370 Sleepy Way,725.0,18.26378822,-66.37052918
4209,Mary Lara,Consumer,Puerto Rico,PR,Caguas,1613 Broad Beach,725.0,18.20330429,-66.37052155
8917,Mary Smith,Consumer,Puerto Rico,PR,Caguas,4992 Jagged Forest Subdivision,725.0,18.22487068,-66.37052155
7784,Mary Smith,Consumer,Puerto Rico,PR,Caguas,3216 Red Glade,725.0,18.25061035,-66.37062836
1425,Christina Harvey,Consumer,Puerto Rico,PR,Caguas,3481 Crystal Campus,725.0,18.27340317,-66.37052155
2737,Mary Smith,Consumer,Puerto Rico,PR,Caguas,5424 Rustic Anchor Boulevard,725.0,18.29137993,-66.3705368
6428,Mary Smith,Consumer,Puerto Rico,PR,Caguas,3567 Heather Knoll,725.0,18.24738884,-66.37057495
6543,Alexander Smith,Consumer,Puerto Rico,PR,Caguas,7958 Thunder Apple Street,725.0,18.27920532,-66.37055206
3990,Sandra Smith,Consumer,Puerto Rico,PR,Guayama,6496 Harvest Highlands,784.0,17.98249054,-66.1126709
8524,Ruth Farrell,Consumer,Puerto Rico,PR,Caguas,1453 Lazy Cider Hill,725.0,18.24496079,-66.3705368
9204,Mary Harris,Consumer,Puerto Rico,PR,Caguas,8713 Quaking Abbey,725.0,18.28453636,-66.37060547
11761,Lauren Coleman,Consumer,Puerto Rico,PR,Caguas,1285 Noble Pointe,725.0,18.28339195,-66.37051392
9554,Mary Hayes,Consumer,Puerto Rico,PR,Caguas,6314 Honey Canyon,725.0,18.22172546,-66.37059021
5118,Mary Smith,Consumer,Puerto Rico,PR,Caguas,1388 Blue Turnabout,725.0,18.25333214,-66.37051392
5506,Gregory Smith,Consumer,Puerto Rico,PR,Caguas,1122 Old Fox Lookout,725.0,18.22976875,-66.37052918
1423,Mary Day,Consumer,Puerto Rico,PR,Caguas,257 Iron Elk Maze,725.0,18.22978401,-66.37054443
138,Mary Dawson,Consumer,Puerto Rico,PR,Caguas,9544 Noble Spring Route,725.0,18.22758102,-66.04357147
6360,Mary Phillips,Consumer,Puerto Rico,PR,Caguas,7094 Misty Wynd,725.0,18.22297287,-66.37059021
2053,Ronald Smith,Consumer,Puerto Rico,PR,Caguas,1025 Colonial Plaza,725.0,18.24120712,-66.37050629
10344,Mary Smith,Consumer,Puerto Rico,PR,Juana Diaz,2839 Grand Timber Canyon,795.0,18.05199051,-66.50184631
3375,Mary Sanchez,Consumer,Puerto Rico,PR,Caguas,6174 Wishing Front,725.0,18.20664215,-66.37052918
1339,Melissa Mack,Consumer,Puerto Rico,PR,Caguas,9447 Dusty Gate Centre,725.0,18.27825165,-66.37059784
7247,Mary Smith,Consumer,Puerto Rico,PR,Caguas,6401 Shady Embers Farms,725.0,18.22776032,-66.37059021
1273,Maria Evans,Consumer,Puerto Rico,PR,Caguas,595 Indian Path,725.0,18.2362442,-66.37062073
6277,Eugene Smith,Consumer,Puerto Rico,PR,Caguas,1820 Noble Elk Harbour,725.0,18.21949196,-66.37052918
7701,James Lawson,Consumer,Puerto Rico,PR,Caguas,1577 Green Vista,725.0,18.25289154,-66.37058258
4126,John Stokes,Consumer,Puerto Rico,PR,Caguas,9920 Little Lane,725.0,18.22985077,-66.37062073
9528,Mary Flores,Consumer,Puerto Rico,PR,Caguas,3089 Gentle Horse Chase,725.0,18.22190094,-66.37052155
1853,Mary Austin,Consumer,Puerto Rico,PR,Caguas,4090 Colonial End,725.0,18.26019096,-66.37052918
11149,Roy Smith,Consumer,Puerto Rico,PR,Caguas,4601 Amber Grove Hollow,725.0,18.28128624,-66.37050629
5828,Katherine Oconnell,Consumer,Puerto Rico,PR,Caguas,2127 Middle Goose Mews,725.0,18.21101761,-66.37052918
6887,Mary Smith,Consumer,Puerto Rico,PR,Caguas,8840 Harvest Towers,725.0,18.22019768,-66.37058258
4781,Janet Smith,Consumer,Puerto Rico,PR,Caguas,8617 Cinder Mountain Forest,725.0,18.25534058,-66.37050629
10668,Mary Smith,Consumer,Puerto Rico,PR,Caguas,5087 Crystal Hills Manor,725.0,18.23215866,-66.37059021
5421,Mary Carlson,Consumer,Puerto Rico,PR,Caguas,1548 Lazy Place,725.0,18.20737648,-66.37055206
10200,Nicole Smith,Consumer,Puerto Rico,PR,Caguas,9009 Merry Nectar Heights,725.0,18.27331543,-66.37060547
11254,Sharon Smith,Consumer,Puerto Rico,PR,Caguas,4316 Misty Way,725.0,18.2626648,-66.3706131
11106,Mary Navarro,Consumer,Puerto Rico,PR,Caguas,6324 Lazy Lane,725.0,18.26016426,-66.37059021
8456,Mary Smith,Consumer,Puerto Rico,PR,Caguas,9198 Rocky Run,725.0,18.24535179,-66.37059784
6149,Matthew Bush,Consumer,Puerto Rico,PR,Caguas,5736 Heather Byway,725.0,18.21775055,-66.37060547
1473,Anthony Young,Consumer,Puerto Rico,PR,Caguas,7334 Umber Expressway,725.0,18.29214859,-66.3706131
1840,Jerry Smith,Consumer,Puerto Rico,PR,Caguas,427 Grand Branch Hill,725.0,18.26737404,-66.37062836
6757,Mary Freeman,Consumer,Puerto Rico,PR,Caguas,2035 Lazy Diversion,725.0,18.29659462,-66.37059021
3972,Laura Bennett,Consumer,Puerto Rico,PR,Caguas,4520 Grand Port,725.0,18.27468491,-66.37056732
9316,Megan Sanders,Consumer,Puerto Rico,PR,Caguas,7489 Green End,725.0,18.21944618,-66.37057495
11213,Mary Black,Consumer,Puerto Rico,PR,Caguas,620 Thunder Creek Towers,725.0,18.23975563,-66.37059021
3474,Jack Hatfield,Consumer,Puerto Rico,PR,Caguas,555 Lazy Robin Freeway,725.0,18.2643261,-66.37060547
14630,Kirestin Barr,Consumer,Puerto Rico,PR,Caguas,4722 Round Embers Falls,725.0,18.27085495,-66.03705597
13256,Nora Downs,Consumer,Puerto Rico,PR,Caguas,1836 Cozy View Orchard,725.0,18.23665237,-66.0370636
14665,Jennifer Stokes,Consumer,Puerto Rico,PR,Caguas,5257 Umber Field,725.0,18.28206062,-66.03705597
13363,Madonna Ingram,Consumer,Puerto Rico,PR,Caguas,9079 Dewy Deer Harbour,725.0,18.21524239,-66.03705597
14645,Noelani Hyde,Consumer,Puerto Rico,PR,Caguas,1284 High Apple Highlands,725.0,18.25598526,-66.03705597
13163,Sydnee Nolan,Consumer,Puerto Rico,PR,Caguas,9816 Grand Hills Knoll,725.0,18.28172112,-66.03705597
14553,Willa Potter,Consumer,Puerto Rico,PR,Caguas,5301 Blue Street,725.0,18.23458481,-66.03705597
14287,Alma Delgado,Consumer,Puerto Rico,PR,Caguas,7274 Middle Wynd,725.0,18.25249672,-66.03704834
13179,Ila Knight,Consumer,Puerto Rico,PR,Caguas,2668 Velvet Row ,725.0,18.25508499,-66.03705597
13035,Belle Booker,Consumer,Puerto Rico,PR,Caguas,567 Fallen Pines ,725.0,18.28042221,-66.0370636
14322,Alyssa Contreras,Consumer,Puerto Rico,PR,Caguas,9870 Little Hickory Loop,725.0,18.23288918,-66.0370636
13196,Lani Nash,Consumer,Puerto Rico,PR,Caguas,5763 Green Crossing ,725.0,18.22864342,-66.0370636
14604,Demetria Jarvis,Consumer,Puerto Rico,PR,Caguas,4854 Tawny Cove,725.0,18.29532433,-66.03705597
12961,Joan Nixon,Consumer,Puerto Rico,PR,Caguas,8297 Golden Green ,725.0,18.24217796,-66.0370636
14676,Gay Harper,Consumer,Puerto Rico,PR,Caguas,7293 Lazy Hill,725.0,18.25569725,-66.0370636
14087,Audrey Acosta,Consumer,Puerto Rico,PR,Caguas,8967 Sleepy Lane,725.0,18.26639938,-66.0370636
13194,Riley Jones,Consumer,Puerto Rico,PR,Caguas,6370 Emerald Row ,725.0,18.23524284,-66.03705597
14513,Imani Kelly,Consumer,Puerto Rico,PR,Caguas,3065 Foggy Horse Port,725.0,18.25786781,-66.03705597
13461,Mechelle Parker,Consumer,Puerto Rico,PR,Caguas,1393 Umber Sky Estates,725.0,18.22337914,-66.03705597
14510,Imani Castaneda,Consumer,Puerto Rico,PR,Caguas,5493 Burning Horse Heath,725.0,18.23107529,-66.03705597
13190,Whitney Henderson,Consumer,Puerto Rico,PR,Caguas,529 Blue Grove Rise,725.0,18.26862907,-66.03705597
14508,Roanna Martin,Consumer,Puerto Rico,PR,Caguas,4462 Little Lagoon Route,725.0,18.22708893,-66.0370636
14472,Vivian Hays,Consumer,Puerto Rico,PR,Caguas,9854 Jagged Impasse,725.0,18.23437882,-66.03705597
14562,Xantha Brock,Consumer,Puerto Rico,PR,Caguas,5336 Sleepy Sky Common,725.0,18.29236603,-66.0370636
13206,Zia Davis,Consumer,Puerto Rico,PR,Caguas,3836 Blue Brook Stead,725.0,18.21356773,-66.0370636
13080,Mara Duffy,Consumer,Puerto Rico,PR,Caguas,4896 Honey Wood ,725.0,18.2920475,-66.0370636
14633,Sloane Long,Consumer,Puerto Rico,PR,Caguas,4592 Grand Timber Ramp,725.0,18.24609184,-66.0370636
14097,Winifred Alexander,Consumer,Puerto Rico,PR,Caguas,146 Middle Terrace,725.0,18.20939446,-66.03705597
13024,Giselle Farrell,Consumer,Puerto Rico,PR,Caguas,3710 Little Nook ,725.0,18.29184341,-66.03704834
778,John Buckley,Consumer,Puerto Rico,PR,Caguas,9598 Cinder Close,725.0,18.2275734,-66.0437088
7146,Nancy Curry,Consumer,Puerto Rico,PR,Caguas,6998 Old Treasure Crossing,725.0,18.28542137,-66.37056732
6365,Mary Smith,Consumer,Puerto Rico,PR,Caguas,100 Jagged Cloud Pathway,725.0,18.24692345,-66.37057495
8422,Wayne Crawford,Consumer,Puerto Rico,PR,Caguas,8110 Old Place,725.0,18.23379898,-66.37056732
3784,Mary Sharp,Consumer,Puerto Rico,PR,Caguas,9221 Cotton Butterfly Terrace,725.0,18.23220825,-66.37062836
10519,Mary Smith,Consumer,Puerto Rico,PR,Caguas,4110 Quaking Abbey,725.0,18.26521111,-66.37055206
7132,David Guerra,Consumer,Puerto Rico,PR,Caguas,6574 Shady Horse Wood,725.0,18.28570366,-66.37050629
3709,Mary Padilla,Consumer,Puerto Rico,PR,Caguas,4555 Amber Apple Cape,725.0,18.2968502,-66.37062836
1509,Patricia Petersen,Consumer,EE. UU.,NY,Freeport,3675 Emerald Goose Bank,11520.0,40.65486527,-73.58707428
1636,Julie Petersen,Consumer,EE. UU.,MD,Fort Washington,9375 Harvest Circuit,20744.0,38.74266434,-76.9917984
2784,Lisa Smith,Consumer,EE. UU.,CA,Bakersfield,3993 Thunder Hills Port,93304.0,35.36254501,-119.0186996
9174,Tyler Smith,Consumer,EE. UU.,NY,Corona,9414 Thunder Island Court,11368.0,40.74210739,-73.86962128
122,Karen Smith,Consumer,EE. UU.,OH,Cincinnati,7573 Cozy Goose Road,45238.0,39.28849411,-84.3551178
3800,Shawn Smith,Consumer,EE. UU.,MD,Germantown,5985 Silent Leaf Vale,20874.0,39.1836586,-77.26545715
10029,Mary Silva,Consumer,EE. UU.,TX,Carrollton,1230 Crystal Lookout,75006.0,32.96593094,-96.84902191
2805,Willie Smith,Consumer,EE. UU.,TX,Houston,6350 Lost Hollow,77093.0,29.83435631,-95.33792877
12253,Mary Chan,Consumer,EE. UU.,PA,Carlisle,4898 Red Butterfly Autoroute,17013.0,40.2372818,-76.96795654
3528,Nicole Brooks,Consumer,EE. UU.,CA,Los Angeles,7312 Crystal Willow Villas,90023.0,34.20339966,-118.6059036
11018,Bruce Smith,Consumer,EE. UU.,HI,Ewa Beach,9595 Blue Promenade,96706.0,21.31185532,-158.0046844
3222,Mary Williams,Consumer,EE. UU.,NJ,Lakewood,1790 Noble Brook Run,8701.0,40.09635925,-74.21524048
6246,Melissa Ramirez,Consumer,EE. UU.,NY,Rome,2459 Round Spring Towers,13440.0,43.21662521,-75.45603943
8741,Gregory Smith,Consumer,EE. UU.,CA,Vista,690 Colonial Pine Passage,92083.0,33.21121979,-117.2510605
8050,Elizabeth Smith,Consumer,EE. UU.,TX,Fort Worth,739 Jagged Goose Street,76106.0,32.8013916,-97.3302536
5474,Mary Sanchez,Consumer,EE. UU.,WI,Fond Du Lac,29 Gentle Spring Mews,54935.0,43.78569031,-88.47438049
474,Mary Patton,Consumer,EE. UU.,PA,Philadelphia,5532 Tawny Pines,19139.0,39.79661942,-75.47006989
12255,Mary Davis,Consumer,EE. UU.,CA,Ontario,4502 Hazy Run,91764.0,34.07656479,-117.61409
10288,Mark Smith,Consumer,EE. UU.,FL,Oviedo,6026 Stony Elk Hill,32765.0,28.62217712,-81.20755768
4717,Mary Sanders,Consumer,EE. UU.,NY,Buffalo,4903 Lazy Parkway,14221.0,42.9666214,-78.74194336
4799,Paul Jensen,Consumer,EE. UU.,HI,Honolulu,3902 Foggy Swale,96822.0,21.30562019,-157.8386993
4533,Walter Chavez,Consumer,EE. UU.,CA,Oceanside,990 Dewy Crest,92056.0,33.18587494,-117.3658524
12383,Joyce Phillips,Consumer,EE. UU.,NY,North Tonawanda,9899 Hazy Falls,14120.0,43.02910233,-78.87342072
3518,Daniel Smith,Consumer,EE. UU.,CA,Clovis,7449 Merry Chase,93611.0,36.82690048,-119.6776962
4674,Mary Lynn,Consumer,EE. UU.,NY,Jamaica,7694 Velvet Turnabout,11434.0,40.70170975,-73.80841827
8519,Pamela Michael,Consumer,EE. UU.,IL,Granite City,1585 Stony Rabbit Hollow,62040.0,38.69002152,-90.14477539
5302,Betty Smith,Consumer,EE. UU.,MA,Medford,2289 Cozy Promenade,2155.0,42.41968918,-71.10621643
3594,Mary Smith,Consumer,EE. UU.,CA,Pomona,830 Clear Sky Vale,91766.0,34.04991913,-117.7161026
9890,Christian Luna,Consumer,EE. UU.,AZ,Tempe,2833 Clear Valley,85281.0,33.41519928,-111.9199905
1410,Mary Smith,Consumer,EE. UU.,CA,Santa Ana,4682 Cozy Freeway,92703.0,33.74279404,-117.8847504
7521,Mary Ortega,Consumer,EE. UU.,PA,York,4196 Noble Beacon Mews,17402.0,39.9602356,-76.67675781
2106,Mary Grimes,Consumer,EE. UU.,CO,Aurora,231 Bright Alley,80010.0,39.74543381,-104.8753815
8144,Mary Summers,Consumer,EE. UU.,CA,Simi Valley,3926 Stony Gardens,93065.0,34.27391052,-118.7662125
5643,Tiffany Caldwell,Consumer,EE. UU.,MD,Silver Spring,3632 Fallen Pioneer Isle,20904.0,39.04636002,-76.98272705
2041,Paul Garcia,Consumer,EE. UU.,MN,Saint Paul,1070 Dusty Beacon Maze,55124.0,44.72552109,-93.20613098
7537,Stephen Lee,Consumer,EE. UU.,TX,San Antonio,469 Crystal Anchor Mountain,78201.0,29.45598984,-98.52809143
3056,George Middleton,Consumer,EE. UU.,PA,Philadelphia,3601 Cozy Creek Trail,19143.0,39.95672989,-75.19525909
7967,Samuel Jones,Consumer,EE. UU.,PA,Philadelphia,7007 Quiet Via,19149.0,40.03775024,-75.06806183
1758,Larry King,Consumer,EE. UU.,NY,Bronx,2515 Burning Boulevard,10466.0,40.86353684,-73.87049866
7884,Peter Smith,Corporate,EE. UU.,NC,Greenville,2127 Cozy Deer Bank,27858.0,35.60034943,-77.33486939
289,Diana Richards,Corporate,EE. UU.,NJ,Morristown,3593 Easy Embers Field,7960.0,40.80119324,-74.48561096
10081,Mary Castillo,Corporate,EE. UU.,CA,San Diego,9900 Hidden Rise Downs,92115.0,32.77627945,-117.1342163
1169,Mary Smith,Corporate,EE. UU.,CA,Oxnard,1055 Crystal Woods,93030.0,34.19039154,-119.177803
1182,Mary Smith,Corporate,EE. UU.,FL,Miami,5365 Tawny Apple Limits,33147.0,25.82507515,-80.19588471
717,Mary Camacho,Corporate,EE. UU.,NM,Albuquerque,4845 Thunder Embers Hollow,87111.0,35.13143921,-106.5452042
20423,Ainsley Leach,Corporate,EE. UU.,TX,Amarillo,5154 Honey Bend,79109.0,35.18754196,-101.8676224
5801,Theresa Pearson,Corporate,EE. UU.,FL,Lutz,6715 Gentle Horse Row,33549.0,28.08681297,-82.43898773
702,Cynthia Smith,Corporate,EE. UU.,OR,Bend,6412 Crystal View Townline,97701.0,44.07210541,-12.13232708
6951,Mary Williams,Corporate,EE. UU.,NJ,East Brunswick,263 Harvest Wood,8816.0,40.41255188,-74.41832733
6780,Sean Chung,Corporate,EE. UU.,SC,Lancaster,7111 Cotton Blossom Estates,29720.0,34.85777283,-80.84423828
6422,Jonathan Richmond,Corporate,EE. UU.,CA,Ontario,3005 Bright Maze,91762.0,34.06832504,-117.6557541
5384,Christopher Smith,Corporate,EE. UU.,TX,Houston,5657 Lost Expressway,77015.0,29.7805748,-95.17199707
2985,Donald Price,Corporate,EE. UU.,VA,Hampton,183 Velvet Grove Towers,23666.0,37.05174255,-76.40163422
18349,Rana Moreno,Corporate,EE. UU.,NY,New York,2275 Rustic Impasse,10016.0,40.74559021,-73.97927856
